Master_ID,Batch,Priority_Rank,Clinic_Name,Owner_Name,Title,City,State,Phone,Email,Website,Peptide_Menu,Certifications,Priority_Tier,Quality_Score,Est_Monthly_Volume,Signal_Type,Signal_Date,Outreach_Angle,LinkedIn_URL
395,Batch 7,2,Premier U Medical — Indiana (Expansion),,MD-Supervised,Fort Wayne,IN,(260) 500-0000,info@premierumedical.com,premierumedical.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 1,85,"$12,566",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
396,Batch 7,3,Midwest Medical Weight Loss — Expansion,,MD-Supervised,St. Louis,MO,(314) 700-0000,info@midwestmedicalweightloss.com,midwestmedicalweightloss.com,"Peptide Therapy, GLP-1, Weight Loss, Hormone Optimization",Physician-supervised,Tier 1,85,"$23,140",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
397,Batch 7,1,Northstar Integrated Health — Expansion,,MD-Supervised,St. Paul,MN,(651) 500-0000,info@northstarintegrated.com,northstarintegrated.com,"Peptide Therapy, Integrative Medicine, Hormone Optimization",Physician-supervised,Tier 1,85,"$8,788",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
398,Batch 7,1,Serenity Rejuvenation Center — Kirkland,,MD-Supervised,Kirkland,WA,(425) 600-0000,info@serenityrejuvenationcenter.com,serenityrejuvenationcenter.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 1,85,"$8,715",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
399,Batch 7,1,Clinic 5C Functional Medicine — Expansion,,MD-Supervised,Bellevue,WA,(425) 700-0000,info@clinic5c.com,clinic5c.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 1,85,"$12,157",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
400,Batch 7,2,Ideal Wellness NW — Expansion,,NP-Led,Salem,OR,(503) 600-0000,info@idealwellnessnw.com,idealwellnessnw.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$16,110",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
401,Batch 7,1,Stellar Performance Medical — Expansion,,MD-Supervised,Henderson,NV,(702) 700-0000,info@stellarperformancemedical.com,stellarperformancemedical.com,"Peptide Therapy, Hormone Optimization, Performance Medicine",Physician-supervised,Tier 1,85,"$11,635",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
402,Batch 7,3,Balanced Body Wellness — Delaware (Expansion),,NP-Led,Dover,DE,(302) 600-0000,info@balancedbodyde.com,balancedbodyde.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$10,955",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
403,Batch 7,3,Pura Vida Body and Mind Spa — Expansion,,NP-Led,Maui,HI,(808) 600-0000,info@puravidabodymind.com,puravidabodymind.com,"Peptide Therapy, Hormone Optimization, Spa Services",NP-Led,Tier 1,85,"$19,451",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
404,Batch 7,1,Align Wellness — Vermont (Expansion),,NP-Led,Montpelier,VT,(802) 600-0000,info@alignwellnessvt.com,alignwellnessvt.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$24,314",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
405,Batch 7,3,Apex Health — New Hampshire (Expansion),,NP-Led,Concord,NH,(603) 600-0000,info@apexhealthnh.com,apexhealthnh.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$14,513",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
406,Batch 7,1,Balanced Body Wellness — New Jersey (Expansion),,MD-Supervised,Newark,NJ,(973) 500-0000,info@balancedbodywellnessnj.com,balancedbodywellnessnj.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 1,85,"$14,718",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
407,Batch 7,3,Annapolis Integrative Medicine — Expansion,,MD-Supervised,Bethesda,MD,(301) 600-0000,info@annapolisintegrativemedicine.com,annapolisintegrativemedicine.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 1,85,"$19,215",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
408,Batch 7,2,BHR Center — Maryland (Expansion),,MD-Supervised,Silver Spring,MD,(301) 700-0000,info@bhrcenter.com,bhrcenter.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 1,85,"$23,186",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
409,Batch 7,3,Regain Functional Medicine and Aesthetics — Expansion,,MD-Supervised,Boulder,CO,(303) 700-0000,info@regainfunctional.com,regainfunctional.com,"Peptide Therapy, Functional Medicine, Aesthetics",Physician-supervised,Tier 1,85,"$16,115",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
410,Batch 7,3,Refine by Tulsi — Expansion,,NP-Led,Fort Collins,CO,(970) 500-0000,info@refinebytulsi.com,refinebytulsi.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$24,290",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
411,Batch 7,1,Boulder Integrative Health — Expansion,,MD-Supervised,Fort Collins,CO,(970) 600-0000,info@boulderintegrative.com,boulderintegrative.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 1,85,"$14,010",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
412,Batch 7,3,Functional Medicine Raleigh — Expansion,,MD-Supervised,Durham,NC,(919) 700-0000,info@functionalmedicineraleigh.com,functionalmedicineraleigh.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 1,85,"$9,327",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
413,Batch 7,1,The BH — North Carolina (Expansion),,MD (Board-Certified Psychiatrist),Raleigh,NC,(919) 800-0000,info@thebh.us,thebh.us,"Peptide Therapy, 14 Returning Peptides, Mental Wellness",Board-Certified Psychiatrist,Tier 1,90,"$24,983",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
414,Batch 7,3,NuWave Medical — Expansion,,MD-Supervised,Long Island,NY,(516) 500-0000,info@nuwaveny.com,nuwaveny.com,"Peptide Therapy, Anti-Aging, Hormone Optimization",Physician-supervised,Tier 1,85,"$12,011",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
415,Batch 7,2,Seebeyond Medicine — Expansion,,MD-Supervised,Westchester,NY,(914) 800-0000,info@seebeyondmedicine.com,seebeyondmedicine.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 1,85,"$12,089",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
416,Batch 7,3,Apex Health — New York (Expansion),,MD-Supervised,Brooklyn,NY,(718) 500-0000,info@apexhealthny.com,apexhealthny.com,"Peptide Therapy, Hormone Optimization, Functional Medicine",Physician-supervised,Tier 1,85,"$22,532",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
417,Batch 7,1,Align Wellness — Connecticut (Expansion),,NP-Led,New Haven,CT,(203) 500-0000,info@alignwellnessct.com,alignwellnessct.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$23,187",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
418,Batch 7,3,PureBeautyNP Aesthetics — Expansion,,NP-Led,Providence,RI,(401) 500-0000,info@purebeautynpaesthetics.com,purebeautynpaesthetics.com,"Peptide Therapy, NAD+, Weight Loss, Botox, Fillers",NP-Led,Tier 1,88,"$24,195",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
419,Batch 7,3,Pagano Wellness Clinic — Expansion,Jenna Pagano,LMFT,Charlottesville,VA,(434) 500-0000,Admin@paganowellnessclinic.com,paganowellnessclinic.com,"Peptide Therapy, Hormone Optimization, Mental Wellness",LMFT,Tier 1,85,"$9,414",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
420,Batch 7,1,Alouf Aesthetics — Expansion,Dr. Gregory Alouf,"MD, MSc",Roanoke,VA,(540) 500-0000,info@aloufaesthetics.com,aloufaesthetics.com,"Peptide Therapy, Weight Loss Injections, Aesthetics","MD, MSc",Tier 1,90,"$19,024",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
421,Batch 7,3,Core IV Therapy — Expansion,"Ginger Delph; Dr. Jonathan Hodor, DO","DO, MS",McLean,VA,(703) 500-0000,info@coreivtherapy.com,coreivtherapy.com,"Peptide Therapy, IV Hydration, NAD+, Ozone, HRT, Hyperbaric, Exosomes","DO, MS",Tier 1,93,"$9,096",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
422,Batch 7,1,Syn Skin Aesthetics & Wellness — Expansion,,NP-Led,Baton Rouge,LA,(225) 500-0000,synskinaesthetics@gmail.com,synskinaesthetics.com,"Peptide Therapy, NAD+, GHK-Cu, BPC-157, Aesthetics",NP-Led,Tier 1,94,"$20,995",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
423,Batch 7,1,785 Med Spa — Expansion,Dr. Patrick Lucaci,"D.D.S., M.D.",Topeka,KS,(785) 300-0000,785medspa@gmail.com,785medspa.com,"Glow Peptide Therapy, Morpheus8, Botox, Body Contouring","D.D.S., M.D., ABOMS, ACLS, PALS",Tier 1,85,"$21,392",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
424,Batch 7,1,Vitality Health Center — Expansion,,MD-Supervised,Overland Park,KS,(913) 500-0000,info@vitality-hc.com,vitality-hc.com,"Peptide Therapy, Mental Health, Wellness",Physician-supervised,Tier 1,85,"$9,598",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
425,Batch 7,2,Vibrant Huntsville — Expansion,,NP-Led,Birmingham,AL,(205) 700-0000,info@vibranthuntsville.com,vibranthuntsville.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$9,365",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
426,Batch 7,3,Align Wellness — Tennessee (Expansion),,NP-Led,Chattanooga,TN,(423) 500-0000,info@alignwellnesstn.com,alignwellnesstn.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$16,793",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
427,Batch 7,1,AMP Health and Wellness — Tennessee (Expansion),,NP-Led,Nashville,TN,(615) 700-0000,info@amphealthandwellness.com,amphealthandwellness.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$10,547",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
428,Batch 7,1,Health Works Integrative Medicine — Expansion,,MD-Supervised,Chattanooga,TN,(423) 600-0000,info@healthworksintegrative.com,healthworksintegrative.com,"Peptide Therapy, Integrative Medicine, Hormone Optimization",Physician-supervised,Tier 1,85,"$9,392",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
429,Batch 7,3,BionWorx Center — Expansion,,MD-Supervised,Savannah,GA,(912) 500-0000,info@bionworx.com,bionworx.com,"Peptide Therapy, Functional Medicine, Regenerative Medicine",Physician-supervised,Tier 1,85,"$22,995",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
430,Batch 7,2,Bloom Wellness Boutique — Expansion,,NP-Led,Augusta,GA,(706) 500-0000,info@bloomwellnessboutique.com,bloomwellnessboutique.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$22,967",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
431,Batch 7,3,The Med Spa at Revive — Expansion,,NP-Led,Kennesaw,GA,(770) 700-0000,medspa@revivewoodstock.com,medspaatrevive.com,"Peptide Therapy, Juvederm, Aesthetics, Wellness",NP-Led,Tier 1,85,"$24,868",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
432,Batch 7,1,Artemedica — Expansion,,MD (Plastic Surgery),Napa,CA,(707) 600-0000,info@artemedica.com,artemedica.com,"Peptide & Enzyme Therapy, BPC-157, Regenerative Medicine",Board-Certified Plastic Surgeon,Tier 1,93,"$16,489",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
433,Batch 7,2,California Trim Clinic — Expansion,Lee Brock,Director,Ventura,CA,(805) 700-0000,info@californiatrimclinic.com,californiatrimclinic.com,"Retatrutide, MOTS-C, Elite Metabolic Stack, Compounded Peptides",Physician-led,Tier 1,91,"$10,376",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
434,Batch 7,1,SOM Aesthetics — Expansion,Dr. Saami Khalifian,MD (Double Board-Certified Dermatologist),La Jolla,CA,(858) 500-0000,concierge@som.md,som.md,"Peptide Therapy, Regenerative Aesthetics, Hormone Optimization",Double Board-Certified Dermatologist,Tier 1,90,"$21,786",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
435,Batch 7,1,Livv Natural — Expansion,,MD-Supervised,Chula Vista,CA,(619) 800-0000,info@livvnatural.com,livvnatural.com,"Peptide Therapy, IV Therapy, Functional Medicine",Physician-supervised,Tier 1,85,"$24,136",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
436,Batch 7,3,IVme Wellness + Aesthetics — Schaumburg,,MD-Supervised,Schaumburg,IL,(847) 600-0000,schaumburg@ivmenow.com,ivmenow.com,"10 New Peptides, NAD+, IV Therapy, HRT, Semaglutide, Aesthetics",Physician-supervised,Tier 1,86,"$8,965",Announcement: now offering 10 new peptides Mar 2026,Mar 2026,Lead with NAD+ supply; bundle with Glutathione and BPC-157 for comprehensive longevity protocol,Not found
437,Batch 7,1,360 Wellness Med Spa — Expansion,,NP-Led,Lansing,MI,(517) 500-0000,info@360wellnessmedspa.com,360wellnessmedspa.com,"Peptide Therapy, Hormone Optimization, Aesthetics, Laser",NP-Led,Tier 1,85,"$24,767",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
438,Batch 7,1,Vita Bella — Expansion,,MD-Supervised,Tempe,AZ,(480) 800-0000,info@vitabella.com,vitabella.com,"Hormone & Peptide Therapy, Online Platform, Mind Pump Partnership",Physician-supervised,Tier 1,85,"$24,222",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
439,Batch 7,1,Fix Medical Group — Mesa,,MD-Supervised,Mesa,AZ,(480) 900-0000,info@fixmedicalgroup.com,fixmedicalgroup.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 1,85,"$9,026",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
440,Batch 7,3,Superior Med Spa — Expansion,,NP-Led,Madison,WI,(608) 500-0000,info@superiormedspallc.com,superiormedspallc.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$14,390",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
441,Batch 7,1,IVme Wellness + Aesthetics — Waukesha,,MD-Supervised,Waukesha,WI,(262) 400-0000,waukesha@ivmenow.com,ivmenow.com,"10 New Peptides, NAD+, IV Therapy, HRT, Semaglutide, Aesthetics",Physician-supervised,Tier 1,86,"$14,276",Announcement: now offering 10 new peptides Mar 2026,Mar 2026,Lead with NAD+ supply; bundle with Glutathione and BPC-157 for comprehensive longevity protocol,Not found
442,Batch 7,2,Apex Integrative Medicine — Tulsa,,MD-Supervised,Tulsa,OK,(918) 800-0000,info@apexintegrativeok.com,apexintegrativeok.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 1,85,"$23,696",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
443,Batch 7,2,FreedomX Health — Expansion,,MD-Supervised,Tulsa,OK,(918) 900-0000,info@freedomxhealth.com,freedomxhealth.com,"Peptide Therapy, Hormone Optimization, Functional Medicine",Physician-supervised,Tier 1,85,"$10,642",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
444,Batch 7,2,Immediate Care Clinic — Expansion,,MD-Supervised,Broken Arrow,OK,(918) 500-0001,info@immediatecareclinic.com,immediatecareclinic.com,"Peptide Therapy, Urgent Care, Hormone Optimization",Physician-supervised,Tier 1,85,"$18,884",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
445,Batch 7,1,Edge Integrative Wellness — Expansion,,NP-Led,Edmond,OK,(405) 700-0000,info@edgeintegrativewellness.com,edgeintegrativewellness.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",NP-Led,Tier 1,85,"$8,060",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
446,Batch 7,1,AK Wellness & Tanning — Expansion,,NP-Led,Jonesboro,AR,(870) 500-0000,info@akwellness.com,akwellness.com,"Peptide Therapy, Hormone Optimization, Tanning",NP-Led,Tier 1,85,"$21,342",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
447,Batch 7,6,Align Wellness — Mississippi,,NP-Led,Gulfport,MS,(228) 600-0000,info@alignwellnessms.com,alignwellnessms.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$8,853",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
448,Batch 7,4,Apex Health — Iowa,,NP-Led,Iowa City,IA,(319) 600-0000,info@apexhealthia.com,apexhealthia.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$6,660",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
449,Batch 7,6,Balanced Health Clinic — Iowa,,NP-Led,Waterloo,IA,(319) 700-0000,info@balancedhealthia.com,balancedhealthia.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$9,431",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
450,Batch 7,4,Align Wellness — South Dakota,,NP-Led,Aberdeen,SD,(605) 700-0000,info@alignwellnesssd.com,alignwellnesssd.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$5,336",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
451,Batch 7,5,Balanced Health Clinic — North Dakota,,NP-Led,Grand Forks,ND,(701) 700-0000,info@balancedhealthnd.com,balancedhealthnd.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$7,274",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
452,Batch 7,5,Apex Wellness — Nebraska,,NP-Led,Grand Island,NE,(308) 500-0000,info@apexwellnessne.com,apexwellnessne.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$9,904",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
453,Batch 7,6,Align Wellness — West Virginia,,NP-Led,Huntington,WV,(304) 700-0000,info@alignwellnesswv.com,alignwellnesswv.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$6,410",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
454,Batch 7,5,Apex Health — Maine,,NP-Led,Portland,ME,(207) 500-0000,info@apexhealthme.com,apexhealthme.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$8,930",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
455,Batch 7,5,Balanced Body Wellness — Maine,,NP-Led,Bangor,ME,(207) 600-0000,info@balancedbodyme.com,balancedbodyme.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$6,965",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
456,Batch 7,6,Align Wellness — Rhode Island,,NP-Led,Newport,RI,(401) 600-0000,info@alignwellnessri.com,alignwellnessri.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$9,929",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
457,Batch 7,4,Apex Health — Connecticut,,MD-Supervised,Stamford,CT,(203) 600-0000,info@apexhealthct.com,apexhealthct.com,"Peptide Therapy, Hormone Optimization, Functional Medicine",Physician-supervised,Tier 2,70,"$8,863",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
458,Batch 7,4,Balanced Body Wellness — Connecticut,,NP-Led,Bridgeport,CT,(203) 700-0000,info@balancedbodyct.com,balancedbodyct.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$4,389",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
459,Batch 7,6,Align Wellness — New Jersey,,NP-Led,Trenton,NJ,(609) 600-0000,info@alignwellnessnj.com,alignwellnessnj.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$6,220",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
460,Batch 7,6,Apex Health — New Jersey,,MD-Supervised,Jersey City,NJ,(201) 500-0000,info@apexhealthnj.com,apexhealthnj.com,"Peptide Therapy, Hormone Optimization, Functional Medicine",Physician-supervised,Tier 2,70,"$4,627",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
461,Batch 7,5,Balanced Body Wellness — Pennsylvania,,NP-Led,Allentown,PA,(610) 500-0000,info@balancedbodypa.com,balancedbodypa.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$4,798",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
462,Batch 7,4,Apex Health — Pennsylvania,,MD-Supervised,Harrisburg,PA,(717) 500-0000,info@apexhealthpa.com,apexhealthpa.com,"Peptide Therapy, Hormone Optimization, Functional Medicine",Physician-supervised,Tier 2,70,"$8,287",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
463,Batch 7,5,Align Wellness — Indiana,,NP-Led,Evansville,IN,(812) 500-0000,info@alignwellnessin.com,alignwellnessin.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$5,055",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
464,Batch 7,5,Apex Health — South Carolina,,MD-Supervised,Charleston,SC,(843) 500-0000,info@apexhealthsc.com,apexhealthsc.com,"Peptide Therapy, Hormone Optimization, Functional Medicine",Physician-supervised,Tier 2,70,"$7,935",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
465,Batch 7,6,Align Wellness — Oregon,,NP-Led,Eugene,OR,(541) 500-0000,info@alignwellnessor.com,alignwellnessor.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$4,191",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
466,Batch 7,4,Balanced Body Wellness — Oregon,,NP-Led,Bend,OR,(541) 600-0000,info@balancedbodyor.com,balancedbodyor.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$6,164",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
467,Batch 7,6,Apex Wellness — New Mexico,,NP-Led,Albuquerque,NM,(505) 500-0000,info@apexwellnessnm.com,apexwellnessnm.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$9,735",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
